"y" "x" "LAT" "LONG"
103.717479663505 16.6764767551762 145.00824915804 -21.4019739581272
64.0731049434898 32.7732362078604 148.845098394435 -21.9072066373192
155.734499242211 40.8553384891352 146.309654108249 -24.7452152469195
116.750258488536 13.5728151052673 145.966405902989 -21.7283374341205
139.191528169552 25.4281974155839 147.612604048569 -22.3682108870707
167.047902411446 44.6117184545249 147.626364324242 -23.956644769758
101.709999436196 13.274673976425 144.747800665442 -25.7529780743644
61.3733269904096 45.6109599643857 145.767605545465 -23.5894849435426
78.3305938693596 15.0662935217775 147.46565951407 -25.5256421267986
143.52253802374 18.1755085941198 147.785875646397 -24.1246840972453
115.924101335356 26.4341311903421 147.072095385287 -24.0495443851687
88.7393436506519 20.8435987538179 147.030143484939 -25.529801256489
108.452840736462 38.4948548504269 147.204212120734 -25.0986813763157
130.169207320247 25.1039276188876 147.343496614136 -25.0854495824315
46.1548330343401 37.2798321018935 149.207516925875 -20.5194583935663
42.6869664873485 23.8068678130686 148.978252159897 -21.7864826056175
112.85997804105 33.4373554296197 144.668694920372 -21.0767100676894
124.568649935865 48.1362540071179 148.222130153328 -22.0066214557737
129.805517366795 44.5322682994325 149.384929586202 -24.7028893167153
68.4560685462626 34.124294429869 145.678395322524 -23.2216255832464
74.8797521945564 32.0197595937427 145.369211287703 -21.6988817094825
131.756553179405 46.843468984371 144.091979355086 -21.0668717152439
110.478765719185 20.3517552206568 144.773889351636 -21.0755484392866
84.1167321782497 36.6215519424467 144.560291571077 -24.8003326891921
101.383104554838 24.4665600600363 145.421310044825 -22.3931870558299
110.399494675383 54.442052305831 148.746884456836 -23.420983988326
141.966395403288 26.9537016360827 147.598389394116 -22.1745900092646
56.8404480625113 28.8263013147842 149.460886265617 -23.4798559686169
28.2901137783395 39.6942878718215 147.362547323573 -20.7207797663286
163.607186936758 35.9093962994261 148.534228614997 -24.0756318168715
112.86581526737 17.9104159847662 146.275031346828 -24.1081229373813
97.7512400914357 26.9807157659428 146.239685861394 -23.038567493204
132.488412572639 34.0126047515306 145.021743857302 -23.9739782256074
66.1186566788482 13.1163175860183 146.719843941741 -24.6632840335369
99.0962123007067 22.87007528622 145.550483762752 -21.018561987672
31.2443167321962 27.4569966334023 146.017595713958 -22.7690192963928
159.471898866579 19.9843317152854 149.337498208042 -25.407812630292
72.8568681514255 20.7589964643781 145.211677792948 -25.3424591450021
109.282095281253 34.4024556895645 147.475116256624 -22.5568698137067
60.1222067934457 26.7318338905052 145.245792179368 -22.7720890217461
35.0545389546191 27.2552412467571 145.688812754117 -23.0749701294117
108.267370009424 42.8414205886945 148.717687224504 -24.0846191826276
68.4474157948931 33.0421177658666 145.038116096053 -21.9212908134796
38.7225092180173 42.7368265590132 147.424485109281 -20.8305478738621
123.950546872896 40.3344793223843 146.5156977796 -20.917225742247
131.701873098624 36.6538415614244 145.605732990894 -24.396358282771
31.1994463808742 26.8667189141485 144.28685665084 -22.3675795691088
105.509133755012 34.6407668532311 144.62095832359 -21.0142757240683
129.441017120456 34.7860585981237 145.884188733995 -22.450019213371
173.820297209329 55.36235794746 148.803846373223 -24.8069619028829
65.9576899392171 24.6493691464288 145.375948172528 -21.3641180144623
151.341436977473 43.6810622208781 145.277990644332 -25.2492485707626
52.7499818258885 31.4184429012826 149.262605435215 -20.6707344581373
109.632854379615 22.1718503106124 149.959331779741 -24.1439194278792
109.18493877062 48.815187328925 149.065482119098 -22.1043622433208
119.527728167822 35.5292286464722 149.462619295344 -24.425633683335
81.228739821443 11.5514341656296 146.827618394047 -25.0306196548045
88.3528255411186 24.4969208630647 145.346510448027 -25.3669582200237
32.5826212578832 29.7398524137445 144.766887939535 -23.3739176448435
165.229949677729 8.40749638419776 145.678101074416 -25.7688755230047
34.624343784073 47.7060008042958 148.896636361722 -20.2479381542653
74.0199391724535 37.6047348225988 144.345677956939 -22.9535471922718
112.227511984103 25.1545715398866 148.816975497175 -23.8261563195847
147.921006717175 25.2723610072989 144.6263270122 -20.7231303146109
117.368907570228 33.316720746356 148.599636111874 -21.4731494504958
117.621335562393 20.2769920243228 145.828863398172 -21.4429444801062
79.0724331307249 24.6875579060525 148.615724525414 -20.6623971774243
93.2052009708642 30.6203674015253 147.243934358004 -24.917898917105
144.625529860257 31.0352998799615 146.174223193433 -21.281068877317
94.8091633039709 41.6979932885033 144.555341497064 -22.7157518016174
107.619357078375 33.9418920111985 148.558531531133 -23.015325023327
130.260991996104 28.6589763861161 148.564919681288 -25.3473141528666
82.2692456827457 26.2012443418451 149.419565071352 -22.4795981631614
41.2255945688345 42.7866658154378 149.797696716618 -20.6160646346398
73.8748006426245 23.0066769053491 147.091539736837 -24.8738969722763
149.935196422574 35.6425052563517 147.296884043142 -22.8201631773263
104.444753261192 33.0294195582072 144.982319381554 -21.9803321836516
89.2920786129141 32.154411567731 144.987581721973 -21.3024423602037
127.583760270843 39.2100299932178 148.717996664811 -24.8737773695029
65.2639423730981 21.1244810765818 148.506680517923 -22.6015948429704
131.202860562683 29.9710698603056 148.705288225785 -24.8203832199797
134.738488983411 28.0482637577338 147.926129487343 -24.1555429343134
127.361762962975 7.65321098755366 146.268626383971 -25.0334693342447
103.868895795063 34.7832298496903 144.051401804667 -25.4100832389668
123.540619151258 46.2269201540157 149.731977322139 -24.4546237709001
74.3031402888585 18.0392591445619 149.031696887221 -23.9503280473873
92.3088743215436 46.5950916216534 145.2805496254 -20.8757220166735
116.19861838176 32.0454543388287 146.968281337526 -25.2564192973077
209.103134416795 43.8597585270859 147.817465537693 -23.9123377990909
76.006042321039 21.4218820520001 149.526548358612 -24.0547257200815
25.0653180211552 36.8586207586862 144.070464244578 -23.168819214683
85.0797947630963 24.1833746045536 145.60441750288 -20.8928194395266
125.55690609857 23.1544709038112 146.613432610407 -24.0678653297946
105.886695036262 33.7847292209572 148.976802568417 -22.6510560065508
142.282902067737 43.1295740961512 149.225664230995 -21.7657124241814
38.0302116840598 33.1402152085536 145.50641375687 -23.6555756269954
116.575894517874 24.9781482607947 145.946149490308 -21.0545756504871
102.112934770987 42.5211460352075 145.837426871527 -20.5608114600182
19.0045294291504 26.9684462196931 145.105692210607 -23.497297742404
129.930271459362 38.112318644448 148.079864397179 -24.3252079486847
